ds,yhat,yhat_lower,yhat_upper,SKU_ID,SKU_Name,SKU_Category,qty_forecast,qty_lower,qty_upper,revenue_forecast
2025-10-01,2351.7952682858618,1516.2918007855512,3181.9062503555488,S001,Richeese Wafer Keju 50g,Wafer,2352,1516,3182,12967070.0
2025-10-02,2353.2661810532277,1545.2862575296942,3216.726504184508,S001,Richeese Wafer Keju 50g,Wafer,2353,1545,3217,12972583.0
2025-10-03,2353.857797559831,1493.3306241326575,3237.2072688288868,S001,Richeese Wafer Keju 50g,Wafer,2354,1493,3237,12978096.0
2025-10-04,2353.8487738395697,1523.784980786913,3194.8340094036394,S001,Richeese Wafer Keju 50g,Wafer,2354,1524,3195,12978096.0
2025-10-05,2353.558302586545,1549.1581805634592,3171.2962473225766,S001,Richeese Wafer Keju 50g,Wafer,2354,1549,3171,12978096.0
2025-10-06,2353.3374865478377,1529.0818271742073,3236.286884709539,S001,Richeese Wafer Keju 50g,Wafer,2353,1529,3236,12972583.0
2025-10-07,2353.5592707262845,1498.0063505912235,3168.103704835542,S001,Richeese Wafer Keju 50g,Wafer,2354,1498,3168,12978096.0
2025-10-08,2354.6071826161883,1481.5153359012845,3285.2520311555595,S001,Richeese Wafer Keju 50g,Wafer,2355,1482,3285,12983609.0
2025-10-09,2356.8631756684454,1519.1892713301718,3190.856243329053,S001,Richeese Wafer Keju 50g,Wafer,2357,1519,3191,12994636.0
2025-10-10,2360.694909944883,1510.8776222433837,3135.3763573273995,S001,Richeese Wafer Keju 50g,Wafer,2361,1511,3135,13016688.0
2025-10-11,2366.4428341033486,1486.0450586466154,3206.6982699818827,S001,Richeese Wafer Keju 50g,Wafer,2366,1486,3207,13044255.0
2025-10-12,2374.407453273688,1510.6510056138218,3169.3478600355133,S001,Richeese Wafer Keju 50g,Wafer,2374,1511,3169,13088360.0
2025-10-13,2384.8371771451625,1575.33982469303,3253.4876358612796,S001,Richeese Wafer Keju 50g,Wafer,2385,1575,3253,13149006.0
2025-10-14,2397.9171410338004,1531.4517227545334,3246.522564977456,S001,Richeese Wafer Keju 50g,Wafer,2398,1531,3247,13220677.0
2025-10-15,2413.7593795557577,1573.40349665091,3181.667091699868,S001,Richeese Wafer Keju 50g,Wafer,2414,1573,3182,13308889.0
2025-10-16,2432.394707781914,1640.5036873605504,3281.0819430967604,S001,Richeese Wafer Keju 50g,Wafer,2432,1641,3281,13408126.0
2025-10-17,2453.766628765638,1614.263053589003,3315.565913807438,S001,Richeese Wafer Keju 50g,Wafer,2454,1614,3316,13529417.0
2025-10-18,2477.727539802009,1696.790479298636,3371.668659351489,S001,Richeese Wafer Keju 50g,Wafer,2478,1697,3372,13661734.0
2025-10-19,2504.037453715397,1670.3327287812263,3296.666156455843,S001,Richeese Wafer Keju 50g,Wafer,2504,1670,3297,13805078.0
2025-10-20,2532.3653871885003,1645.9210559748549,3387.175456898847,S001,Richeese Wafer Keju 50g,Wafer,2532,1646,3387,13959447.0
2025-10-21,2562.2934972520943,1722.3874542939868,3387.9919431001485,S001,Richeese Wafer Keju 50g,Wafer,2562,1722,3388,14124844.0
2025-10-22,2593.3239713553867,1723.2681042122576,3416.11827890297,S001,Richeese Wafer Keju 50g,Wafer,2593,1723,3416,14295753.0
2025-10-23,2624.888597973474,1721.063872515973,3454.826960049776,S001,Richeese Wafer Keju 50g,Wafer,2625,1721,3455,14472176.0
2025-10-24,2656.3608655959756,1835.5300921388803,3495.9996664997398,S001,Richeese Wafer Keju 50g,Wafer,2656,1836,3496,14643085.0
2025-10-25,2687.070360436026,1828.921063050398,3551.6005033129836,S001,Richeese Wafer Keju 50g,Wafer,2687,1829,3552,14813995.0
2025-10-26,2716.319159521884,1869.3334703756846,3591.9515722586025,S001,Richeese Wafer Keju 50g,Wafer,2716,1869,3592,14973878.0
2025-10-27,2743.3998481827157,1880.6859466308342,3596.998686282784,S001,Richeese Wafer Keju 50g,Wafer,2743,1881,3597,15122735.0
2025-10-28,2767.614731390957,1953.8571059454744,3624.8497874975765,S001,Richeese Wafer Keju 50g,Wafer,2768,1954,3625,15260565.0
2025-10-29,2788.2957588860804,1994.9918057085008,3689.4210155659052,S001,Richeese Wafer Keju 50g,Wafer,2788,1995,3689,15370829.0
2025-10-30,2804.824646155351,1954.158387154409,3621.513631162088,S001,Richeese Wafer Keju 50g,Wafer,2805,1954,3622,15464554.0
2025-10-31,2816.6526485599857,2023.726571589334,3637.573194384132,S001,Richeese Wafer Keju 50g,Wafer,2817,2024,3638,15530712.0
2025-11-01,2823.319435263372,1932.130930769951,3697.120090162965,S001,Richeese Wafer Keju 50g,Wafer,2823,1932,3697,15563791.0
2025-11-02,2824.4705138022414,1977.6888616685508,3644.3402029535996,S001,Richeese Wafer Keju 50g,Wafer,2824,1978,3644,15569305.0
2025-11-03,2819.8726754704207,1948.5024730000084,3633.8636857286783,S001,Richeese Wafer Keju 50g,Wafer,2820,1949,3634,15547252.0
2025-11-04,2809.426966028137,2002.2853738758024,3735.419238568983,S001,Richeese Wafer Keju 50g,Wafer,2809,2002,3735,15486607.0
2025-11-05,2793.178735097898,1934.9256368990764,3637.246229535813,S001,Richeese Wafer Keju 50g,Wafer,2793,1935,3637,15398395.0
2025-11-06,2771.3243800063747,1894.774848617252,3628.639830145929,S001,Richeese Wafer Keju 50g,Wafer,2771,1895,3629,15277105.0
2025-11-07,2744.214474457188,1900.9069818904466,3605.5067603752245,S001,Richeese Wafer Keju 50g,Wafer,2744,1901,3606,15128248.0
2025-11-08,2712.353057569207,1880.596369906453,3570.9713048566086,S001,Richeese Wafer Keju 50g,Wafer,2712,1881,3571,14951825.0
2025-11-09,2676.3929524645555,1848.1265029338856,3520.3681129959436,S001,Richeese Wafer Keju 50g,Wafer,2676,1848,3520,14753350.0
2025-11-10,2637.1270834295874,1787.7526233197314,3452.102845464674,S001,Richeese Wafer Keju 50g,Wafer,2637,1788,3452,14538334.0
2025-11-11,2595.4758641963767,1765.6003064236622,3467.3284441022,S001,Richeese Wafer Keju 50g,Wafer,2595,1766,3467,14306780.0
2025-11-12,2552.4708343875186,1664.430095851534,3445.3024620732235,S001,Richeese Wafer Keju 50g,Wafer,2552,1664,3445,14069712.0
2025-11-13,2509.2348239132275,1659.6958531704813,3404.3031033930797,S001,Richeese Wafer Keju 50g,Wafer,2509,1660,3404,13832644.0
2025-11-14,2466.959023293578,1608.8226458474278,3252.134204641519,S001,Richeese Wafer Keju 50g,Wafer,2467,1609,3252,13601089.0
2025-11-15,2426.877428802311,1591.504119862331,3232.0833962636916,S001,Richeese Wafer Keju 50g,Wafer,2427,1592,3232,13380560.0
2025-11-16,2390.2392124270486,1518.7955264434027,3249.183704348839,S001,Richeese Wafer Keju 50g,Wafer,2390,1519,3249,13176572.0
2025-11-17,2358.279635536867,1554.0450552845275,3180.666158267011,S001,Richeese Wafer Keju 50g,Wafer,2358,1554,3181,13000149.0
2025-11-18,2332.190179761421,1489.17330996783,3094.4039706290832,S001,Richeese Wafer Keju 50g,Wafer,2332,1489,3094,12856805.0
2025-11-19,2313.0886071764407,1487.10859113622,3163.4678918561945,S001,Richeese Wafer Keju 50g,Wafer,2313,1487,3163,12752054.0
2025-11-20,2301.9896831062774,1456.69950510565,3202.216918117741,S001,Richeese Wafer Keju 50g,Wafer,2302,1457,3202,12691409.0
2025-11-21,2299.7772977664595,1417.4076223900254,3165.308745928899,S001,Richeese Wafer Keju 50g,Wafer,2300,1417,3165,12680383.0
2025-11-22,2307.178707146173,1422.5985039903994,3144.6163485794814,S001,Richeese Wafer Keju 50g,Wafer,2307,1423,3145,12718975.0
2025-11-23,2324.7415790021355,1462.5272264523937,3162.4544427205287,S001,Richeese Wafer Keju 50g,Wafer,2325,1463,3162,12818213.0
2025-11-24,2352.814477123309,1545.1312722489931,3213.2334885713262,S001,Richeese Wafer Keju 50g,Wafer,2353,1545,3213,12972583.0
2025-11-25,2391.5313471688887,1581.3035840871319,3231.302349936541,S001,Richeese Wafer Keju 50g,Wafer,2392,1581,3231,13187598.0
2025-11-26,2440.8004818522163,1521.2885790184462,3316.4512939312544,S001,Richeese Wafer Keju 50g,Wafer,2441,1521,3316,13457745.0
2025-11-27,2500.2983439615823,1672.2544972552569,3326.31749779806,S001,Richeese Wafer Keju 50g,Wafer,2500,1672,3326,13783025.0
2025-11-28,2569.4685149918632,1737.2865878717894,3404.994097883724,S001,Richeese Wafer Keju 50g,Wafer,2569,1737,3405,14163436.0
2025-11-29,2647.5259176539107,1813.293525421095,3506.1337419468887,S001,Richeese Wafer Keju 50g,Wafer,2648,1813,3506,14598980.0
2025-11-30,2733.466335140883,1927.4781403743775,3653.4789529499553,S001,Richeese Wafer Keju 50g,Wafer,2733,1927,3653,15067603.0
2025-12-01,2826.0811218639324,2002.1473673313617,3642.032294626346,S001,Richeese Wafer Keju 50g,Wafer,2826,2002,3642,15580331.0
2025-12-02,2923.9768726765337,2118.9615102606112,3781.885756238712,S001,Richeese Wafer Keju 50g,Wafer,2924,2119,3782,16120626.0
2025-12-03,3025.5996935982976,2167.9799394531597,3895.7259655977264,S001,Richeese Wafer Keju 50g,Wafer,3026,2168,3896,16682973.0
2025-12-04,3129.263599978035,2277.940052133287,3925.034387040479,S001,Richeese Wafer Keju 50g,Wafer,3129,2278,3925,17250834.0
2025-12-05,3233.1824609147084,2304.7228577200467,4077.5023722296296,S001,Richeese Wafer Keju 50g,Wafer,3233,2305,4078,17824207.0
2025-12-06,3335.5048144811212,2521.4452976776415,4188.105919087426,S001,Richeese Wafer Keju 50g,Wafer,3336,2521,4188,18392068.0
2025-12-07,3434.350799361892,2666.7966456595036,4272.92793287173,S001,Richeese Wafer Keju 50g,Wafer,3434,2667,4273,18932363.0
2025-12-08,3527.8503871428766,2655.013560591927,4426.029929557367,S001,Richeese Wafer Keju 50g,Wafer,3528,2655,4426,19450604.0
2025-12-09,3614.182057404819,2721.0410438480294,4451.9129013193715,S001,Richeese Wafer Keju 50g,Wafer,3614,2721,4452,19924740.0
2025-12-10,3691.6110362528257,2799.67222355757,4523.582475255568,S001,Richeese Wafer Keju 50g,Wafer,3692,2800,4524,20354771.0
2025-12-11,3758.5262187143844,2870.6312962877696,4589.160933593339,S001,Richeese Wafer Keju 50g,Wafer,3759,2871,4589,20724156.0
2025-12-12,3813.474916779657,2900.9586745223405,4770.779932825343,S001,Richeese Wafer Keju 50g,Wafer,3813,2901,4771,21021869.0
2025-12-13,3855.1946173968286,3036.523245125834,4710.088092666542,S001,Richeese Wafer Keju 50g,Wafer,3855,3037,4710,21253424.0
2025-12-14,3882.6409975994857,3036.439870430767,4674.0982803884835,S001,Richeese Wafer Keju 50g,Wafer,3883,3036,4674,21407794.0
2025-12-15,3895.0115257154143,3024.1091538260434,4770.8014501746275,S001,Richeese Wafer Keju 50g,Wafer,3895,3024,4771,21473952.0
2025-12-16,3891.7640763953436,3026.6228669107545,4751.697287597159,S001,Richeese Wafer Keju 50g,Wafer,3892,3027,4752,21457413.0
2025-12-17,3872.630100642576,3023.1238547028174,4725.733749908378,S001,Richeese Wafer Keju 50g,Wafer,3873,3023,4726,21352662.0
2025-12-18,3837.622017388366,2926.6548263507125,4806.6930236899725,S001,Richeese Wafer Keju 50g,Wafer,3838,2927,4807,21159699.0
2025-12-19,3787.0346273767955,2955.9102809000433,4612.925785616611,S001,Richeese Wafer Keju 50g,Wafer,3787,2956,4613,20878526.0
2025-12-20,3721.440489893723,2913.021548277002,4615.241733583672,S001,Richeese Wafer Keju 50g,Wafer,3721,2913,4615,20514654.0
2025-12-21,3641.679344730661,2784.9640302615776,4389.629644256512,S001,Richeese Wafer Keju 50g,Wafer,3642,2785,4390,20079110.0
2025-12-22,3548.8418021874977,2694.897056995874,4444.936546243843,S001,Richeese Wafer Keju 50g,Wafer,3549,2695,4445,19566382.0
2025-12-23,3444.247659371566,2636.368618172597,4274.832561555664,S001,Richeese Wafer Keju 50g,Wafer,3444,2636,4275,18987495.0
2025-12-24,3329.419328147389,2449.4925152455553,4107.817354439888,S001,Richeese Wafer Keju 50g,Wafer,3329,2449,4108,18353476.0
2025-12-25,3206.0509756499496,2365.976876528152,4003.286550730173,S001,Richeese Wafer Keju 50g,Wafer,3206,2366,4003,17675351.0
2025-12-26,3075.974079356665,2186.9876878450636,3985.4407224207202,S001,Richeese Wafer Keju 50g,Wafer,3076,2187,3985,16958634.0
2025-12-27,2941.120182796776,2193.8137956569412,3762.6836821409865,S001,Richeese Wafer Keju 50g,Wafer,2941,2194,3763,16214350.0
2025-12-28,2803.481702948454,1928.3333947640645,3707.666573040988,S001,Richeese Wafer Keju 50g,Wafer,2803,1928,3708,15453527.0
2025-12-29,2665.0716845487823,1818.4853655404345,3475.194291483686,S001,Richeese Wafer Keju 50g,Wafer,2665,1818,3475,14692704.0
2025-12-30,2527.8834189035974,1631.7597001813024,3359.2852400127467,S001,Richeese Wafer Keju 50g,Wafer,2528,1632,3359,13937395.0
2025-12-31,2393.8508446833002,1528.0598107729127,3237.7333589186733,S001,Richeese Wafer Keju 50g,Wafer,2394,1528,3238,13198624.0
2025-10-01,966.0724787596628,669.635533865691,1248.3457446704915,S002,Richoco Wafer Cokelat 50g,Wafer,966,670,1248,5063093.0
2025-10-02,975.2777215431067,705.2825685156156,1272.5733542699707,S002,Richoco Wafer Cokelat 50g,Wafer,975,705,1273,5110264.0
2025-10-03,984.3652471444227,701.8938946671675,1282.1189161048976,S002,Richoco Wafer Cokelat 50g,Wafer,984,702,1282,5157436.0
2025-10-04,993.1780895819194,693.0518385571522,1293.9390376837616,S002,Richoco Wafer Cokelat 50g,Wafer,993,693,1294,5204608.0
2025-10-05,1001.5791807272374,720.7564906007831,1280.5320322082487,S002,Richoco Wafer Cokelat 50g,Wafer,1002,721,1281,5251779.0
2025-10-06,1009.455881320971,717.6873007841599,1278.708297651199,S002,Richoco Wafer Cokelat 50g,Wafer,1009,718,1279,5288468.0
2025-10-07,1016.72372386209,724.4033205401986,1296.6046175448685,S002,Richoco Wafer Cokelat 50g,Wafer,1017,724,1297,5330399.0
2025-10-08,1023.3292428666817,721.4681281133956,1308.3604760941316,S002,Richoco Wafer Cokelat 50g,Wafer,1023,721,1308,5361847.0
2025-10-09,1029.2517949545424,753.7718125044025,1317.6020321823028,S002,Richoco Wafer Cokelat 50g,Wafer,1029,754,1318,5393294.0
2025-10-10,1034.5043014423202,737.2650618630244,1301.521609426134,S002,Richoco Wafer Cokelat 50g,Wafer,1035,737,1302,5424742.0
2025-10-11,1039.1328787182404,742.6666690207327,1328.927539260798,S002,Richoco Wafer Cokelat 50g,Wafer,1039,743,1329,5445707.0
2025-10-12,1043.2153556862859,748.5759833133942,1338.3524449351967,S002,Richoco Wafer Cokelat 50g,Wafer,1043,749,1338,5466673.0
2025-10-13,1046.8587119816304,773.2840222356804,1326.6386654743671,S002,Richoco Wafer Cokelat 50g,Wafer,1047,773,1327,5487638.0
2025-10-14,1050.1955044360382,758.7604546987257,1324.8986558421238,S002,Richoco Wafer Cokelat 50g,Wafer,1050,759,1325,5503362.0
2025-10-15,1053.3793813908069,788.1870090928289,1368.5939186071332,S002,Richoco Wafer Cokelat 50g,Wafer,1053,788,1369,5519086.0
2025-10-16,1056.5798139208746,759.0046068592363,1359.262998853567,S002,Richoco Wafer Cokelat 50g,Wafer,1057,759,1359,5540051.0
2025-10-17,1059.9761989316944,760.6131293465379,1331.0980963064933,S002,Richoco Wafer Cokelat 50g,Wafer,1060,761,1331,5555775.0
2025-10-18,1063.751510600349,763.556599034478,1363.3185346022635,S002,Richoco Wafer Cokelat 50g,Wafer,1064,764,1363,5576740.0
2025-10-19,1068.085693054923,781.5050251570143,1346.0662940758016,S002,Richoco Wafer Cokelat 50g,Wafer,1068,782,1346,5597705.0
2025-10-20,1073.148997967724,772.6932657439415,1343.8775800642204,S002,Richoco Wafer Cokelat 50g,Wafer,1073,773,1344,5623911.0
2025-10-21,1079.0954754918403,764.9597772704818,1381.441442153456,S002,Richoco Wafer Cokelat 50g,Wafer,1079,765,1381,5655359.0
2025-10-22,1086.056825478172,804.8762622281416,1373.4860903188467,S002,Richoco Wafer Cokelat 50g,Wafer,1086,805,1373,5692048.0
2025-10-23,1094.1368081484952,784.2100847804902,1346.9868954661886,S002,Richoco Wafer Cokelat 50g,Wafer,1094,784,1347,5733979.0
2025-10-24,1103.4063995190618,802.4123323398283,1370.0806562998696,S002,Richoco Wafer Cokelat 50g,Wafer,1103,802,1370,5781150.0
2025-10-25,1113.8998572158168,830.1597159192567,1401.0615412085397,S002,Richoco Wafer Cokelat 50g,Wafer,1114,830,1401,5838805.0
2025-10-26,1125.61183741066,860.0853642216726,1424.0357395486585,S002,Richoco Wafer Cokelat 50g,Wafer,1126,860,1424,5901700.0
2025-10-27,1138.4956741174906,824.9946445201513,1434.1011061419845,S002,Richoco Wafer Cokelat 50g,Wafer,1138,825,1434,5964596.0
2025-10-28,1152.4628988392135,854.2301659952324,1431.4243924351845,S002,Richoco Wafer Cokelat 50g,Wafer,1152,854,1431,6037974.0
2025-10-29,1167.3840424951811,884.4117066193934,1454.3432335530324,S002,Richoco Wafer Cokelat 50g,Wafer,1167,884,1454,6116593.0
2025-10-30,1183.090723718978,902.0727994571828,1458.204381805734,S002,Richoco Wafer Cokelat 50g,Wafer,1183,902,1458,6200454.0
2025-10-31,1199.378989099743,914.6202552182418,1477.6709551115728,S002,Richoco Wafer Cokelat 50g,Wafer,1199,915,1478,6284315.0
2025-11-01,1216.0138328773244,919.2594899156768,1507.8948179378856,S002,Richoco Wafer Cokelat 50g,Wafer,1216,919,1508,6373417.0
2025-11-02,1232.7347871277689,956.9806957655951,1512.235411883707,S002,Richoco Wafer Cokelat 50g,Wafer,1233,957,1512,6462519.0
2025-11-03,1249.26243968242,952.5590003500957,1540.507337069185,S002,Richoco Wafer Cokelat 50g,Wafer,1249,953,1541,6546380.0
2025-11-04,1265.3057069463373,976.2404952200806,1533.760133640999,S002,Richoco Wafer Cokelat 50g,Wafer,1265,976,1534,6630240.0
2025-11-05,1280.5696633521102,993.7910030228089,1577.1541161442508,S002,Richoco Wafer Cokelat 50g,Wafer,1281,994,1577,6714101.0
2025-11-06,1294.7637092045688,994.35599433464,1564.4474613802763,S002,Richoco Wafer Cokelat 50g,Wafer,1295,994,1564,6787479.0
2025-11-07,1307.6098448025448,1026.0774698993612,1580.2585177135913,S002,Richoco Wafer Cokelat 50g,Wafer,1308,1026,1580,6855616.0
2025-11-08,1318.8508114429408,1026.8399039983112,1592.03977359053,S002,Richoco Wafer Cokelat 50g,Wafer,1319,1027,1592,6913270.0
2025-11-09,1328.2578595211648,1053.1309294991574,1583.0522238644824,S002,Richoco Wafer Cokelat 50g,Wafer,1328,1053,1583,6960442.0
2025-11-10,1335.6379105322044,1051.428353890764,1621.9683826065886,S002,Richoco Wafer Cokelat 50g,Wafer,1336,1051,1622,7002372.0
2025-11-11,1340.8398932504608,1046.1767851450081,1638.5632508755782,S002,Richoco Wafer Cokelat 50g,Wafer,1341,1046,1639,7028579.0
2025-11-12,1343.760054411242,1044.4778914824824,1623.4024171855096,S002,Richoco Wafer Cokelat 50g,Wafer,1344,1044,1623,7044303.0
2025-11-13,1344.34607033681,1064.9049596181615,1637.135405005459,S002,Richoco Wafer Cokelat 50g,Wafer,1344,1065,1637,7044303.0
2025-11-14,1342.5998174582783,1068.4966738059713,1620.8527315292106,S002,Richoco Wafer Cokelat 50g,Wafer,1343,1068,1621,7039062.0
2025-11-15,1338.578695739114,1049.2546509353908,1625.9092491375322,S002,Richoco Wafer Cokelat 50g,Wafer,1339,1049,1626,7018096.0
2025-11-16,1332.3954386168905,1061.0955155983668,1627.1087618441836,S002,Richoco Wafer Cokelat 50g,Wafer,1332,1061,1627,6981407.0
2025-11-17,1324.2163851509001,1043.619030545282,1600.6410101071574,S002,Richoco Wafer Cokelat 50g,Wafer,1324,1044,1601,6939477.0
2025-11-18,1314.258233408203,1035.6141757401467,1593.7913815342336,S002,Richoco Wafer Cokelat 50g,Wafer,1314,1036,1594,6887064.0
2025-11-19,1302.7833375130033,1015.2490971351627,1598.0252646048718,S002,Richoco Wafer Cokelat 50g,Wafer,1303,1015,1598,6829410.0
2025-11-20,1290.0936529778767,1002.5797711710835,1585.0844343400986,S002,Richoco Wafer Cokelat 50g,Wafer,1290,1003,1585,6761273.0
2025-11-21,1276.5234747075833,1008.1160070777975,1548.737880249363,S002,Richoco Wafer Cokelat 50g,Wafer,1277,1008,1549,6693136.0
2025-11-22,1262.4311482534538,990.4316989462939,1553.774078859061,S002,Richoco Wafer Cokelat 50g,Wafer,1262,990,1554,6614517.0
2025-11-23,1248.189966427239,947.3204632668201,1527.0499397456458,S002,Richoco Wafer Cokelat 50g,Wafer,1248,947,1527,6541138.0
2025-11-24,1234.1784893058448,945.6246520460509,1509.3698760873692,S002,Richoco Wafer Cokelat 50g,Wafer,1234,946,1509,6467760.0
2025-11-25,1220.7705451760444,932.4100061467785,1521.6052016412978,S002,Richoco Wafer Cokelat 50g,Wafer,1221,932,1522,6399623.0
2025-11-26,1208.325182462143,922.5751172946646,1506.5888786940172,S002,Richoco Wafer Cokelat 50g,Wafer,1208,923,1507,6331487.0
2025-11-27,1197.1768477178666,928.70322862201,1488.4948361001557,S002,Richoco Wafer Cokelat 50g,Wafer,1197,929,1488,6273832.0
2025-11-28,1187.62606213278,880.0845200801965,1481.899069525449,S002,Richoco Wafer Cokelat 50g,Wafer,1188,880,1482,6226661.0
2025-11-29,1179.9308587002577,903.3177158257943,1465.0293631527916,S002,Richoco Wafer Cokelat 50g,Wafer,1180,903,1465,6184730.0
2025-11-30,1174.299224438075,904.2134968861322,1442.6457532894676,S002,Richoco Wafer Cokelat 50g,Wafer,1174,904,1443,6153282.0
2025-12-01,1170.882767271072,883.0608373850222,1459.0675373418942,S002,Richoco Wafer Cokelat 50g,Wafer,1171,883,1459,6137559.0
2025-12-02,1169.7717960163086,869.1530161521576,1434.8040402451945,S002,Richoco Wafer Cokelat 50g,Wafer,1170,869,1435,6132317.0
2025-12-03,1170.9919651737912,911.631980964408,1451.402047451795,S002,Richoco Wafer Cokelat 50g,Wafer,1171,912,1451,6137559.0
2025-12-04,1174.5025949039234,896.9072123922541,1453.070322185879,S002,Richoco Wafer Cokelat 50g,Wafer,1175,897,1453,6158524.0
2025-12-05,1180.196731789526,905.6232568823683,1459.871515151833,S002,Richoco Wafer Cokelat 50g,Wafer,1180,906,1460,6184730.0
2025-12-06,1187.9029689638814,919.6314442380093,1463.034306164615,S002,Richoco Wafer Cokelat 50g,Wafer,1188,920,1463,6226661.0
2025-12-07,1197.3889962368473,913.2824290548585,1467.732146265701,S002,Richoco Wafer Cokelat 50g,Wafer,1197,913,1468,6273832.0
2025-12-08,1208.3668033038896,930.9428393379442,1529.5461607807877,S002,Richoco Wafer Cokelat 50g,Wafer,1208,931,1530,6331487.0
2025-12-09,1220.4994133125974,933.8923223036143,1494.327977151295,S002,Richoco Wafer Cokelat 50g,Wafer,1220,934,1494,6394382.0
2025-12-10,1233.4089812795048,930.830694890675,1511.2338896114973,S002,Richoco Wafer Cokelat 50g,Wafer,1233,931,1511,6462519.0
2025-12-11,1246.6860533145273,959.4234159493561,1518.5567076744126,S002,Richoco Wafer Cokelat 50g,Wafer,1247,959,1519,6535897.0
2025-12-12,1259.8997494239545,956.3977960601261,1524.432721626702,S002,Richoco Wafer Cokelat 50g,Wafer,1260,956,1524,6604034.0
2025-12-13,1272.6086057856894,975.7932573662413,1556.6995657288044,S002,Richoco Wafer Cokelat 50g,Wafer,1273,976,1557,6672171.0
2025-12-14,1284.3717926128038,1012.0309814889482,1568.698831525265,S002,Richoco Wafer Cokelat 50g,Wafer,1284,1012,1569,6729825.0
2025-12-15,1294.7604116304387,1015.3159655271785,1571.644683467863,S002,Richoco Wafer Cokelat 50g,Wafer,1295,1015,1572,6787479.0
2025-12-16,1303.3685731753933,1008.5256971528411,1565.8967602565908,S002,Richoco Wafer Cokelat 50g,Wafer,1303,1009,1566,6829410.0
2025-12-17,1309.8239571339418,1020.9575581306331,1601.6566733697036,S002,Richoco Wafer Cokelat 50g,Wafer,1310,1021,1602,6866099.0
2025-12-18,1313.7975742916087,1021.959278729136,1592.1397583449238,S002,Richoco Wafer Cokelat 50g,Wafer,1314,1022,1592,6887064.0
2025-12-19,1315.0124648749666,1037.432070289592,1558.3479559039315,S002,Richoco Wafer Cokelat 50g,Wafer,1315,1037,1558,6892305.0
2025-12-20,1313.2510985908318,1034.416949790406,1602.4969075059346,S002,Richoco Wafer Cokelat 50g,Wafer,1313,1034,1602,6881823.0
2025-12-21,1308.361274584589,1019.4660783094787,1599.9344007294967,S002,Richoco Wafer Cokelat 50g,Wafer,1308,1019,1600,6855616.0
2025-12-22,1300.260359521641,1012.2768790428696,1585.1200380280568,S002,Richoco Wafer Cokelat 50g,Wafer,1300,1012,1585,6813686.0
2025-12-23,1288.9377463650126,1004.1008249021586,1565.7964707819965,S002,Richoco Wafer Cokelat 50g,Wafer,1289,1004,1566,6756032.0
2025-12-24,1274.4554641594195,994.2120320985018,1556.4555142366073,S002,Richoco Wafer Cokelat 50g,Wafer,1274,994,1556,6677412.0
2025-12-25,1256.9469189270383,951.1475803907322,1551.6178945015313,S002,Richoco Wafer Cokelat 50g,Wafer,1257,951,1552,6588310.0
2025-12-26,1236.6137962539806,946.5055020339805,1511.3758214736808,S002,Richoco Wafer Cokelat 50g,Wafer,1237,947,1511,6483484.0
2025-12-27,1213.721205902357,919.1296493088079,1484.365127222048,S002,Richoco Wafer Cokelat 50g,Wafer,1214,919,1484,6362934.0
2025-12-28,1188.5911964399622,908.8237281549643,1474.3503975085944,S002,Richoco Wafer Cokelat 50g,Wafer,1189,909,1474,6231902.0
2025-12-29,1161.5948121028928,862.9026161894083,1442.3826269820818,S002,Richoco Wafer Cokelat 50g,Wafer,1162,863,1442,6090387.0
2025-12-30,1133.1429036747436,864.8086366253317,1424.808161992883,S002,Richoco Wafer Cokelat 50g,Wafer,1133,865,1425,5938389.0
2025-12-31,1103.6759389573804,822.388533229502,1404.2442288939164,S002,Richoco Wafer Cokelat 50g,Wafer,1104,822,1404,5786392.0
2025-10-01,1092.3240446442567,828.2428764623742,1358.5821245243128,S003,Richeese Wafer Keju 10g Renceng,Wafer,1092,828,1359,9610258.0
2025-10-02,1116.0749208057794,840.7095433696591,1403.1375244427406,S003,Richeese Wafer Keju 10g Renceng,Wafer,1116,841,1403,9821472.0
2025-10-03,1139.128722269121,877.1778667684628,1397.9651388392863,S003,Richeese Wafer Keju 10g Renceng,Wafer,1139,877,1398,10023886.0
2025-10-04,1161.2433653417938,895.9200707314745,1438.6412934369582,S003,Richeese Wafer Keju 10g Renceng,Wafer,1161,896,1439,10217499.0
2025-10-05,1182.200625277576,919.1500792739099,1457.6676966453265,S003,Richeese Wafer Keju 10g Renceng,Wafer,1182,919,1458,10402312.0
2025-10-06,1201.8097083262917,944.6590996723501,1476.629172337622,S003,Richeese Wafer Keju 10g Renceng,Wafer,1202,945,1477,10578324.0
2025-10-07,1219.91006884559,932.2548851401131,1503.5248649499542,S003,Richeese Wafer Keju 10g Renceng,Wafer,1220,932,1504,10736735.0
2025-10-08,1236.3734124075795,967.160649388548,1517.0581990195574,S003,Richeese Wafer Keju 10g Renceng,Wafer,1236,967,1517,10877544.0
2025-10-09,1251.1048491433294,986.0988668579549,1532.308059967609,S003,Richeese Wafer Keju 10g Renceng,Wafer,1251,986,1532,11009554.0
2025-10-10,1264.0431858527652,1002.2933324967308,1536.6459034624315,S003,Richeese Wafer Keju 10g Renceng,Wafer,1264,1002,1537,11123961.0
2025-10-11,1275.1603699602135,987.7121505782218,1554.370557451467,S003,Richeese Wafer Keju 10g Renceng,Wafer,1275,988,1554,11220768.0
